Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,,Present in 1700?,FSSB,MSSB,SSB
Phyllotis_anitae,Rodentia,Cricetidae,Phyllotis,anitae,,,,,
Phyllotis_bonariensis,Rodentia,Cricetidae,Phyllotis,bonariensis,,,,,
Phyllotis_caprinus,Rodentia,Cricetidae,Phyllotis,caprinus,,,,,
Phyllotis_darwini,Rodentia,Cricetidae,Phyllotis,darwini,,Y,0,0,0
Phyllotis_definitus,Rodentia,Cricetidae,Phyllotis,definitus,,,,,
Phyllotis_gerbillus,Rodentia,Cricetidae,Phyllotis,gerbillus,,,,,
Phyllotis_haggardi,Rodentia,Cricetidae,Phyllotis,haggardi,,,,,
Phyllotis_limatus,Rodentia,Cricetidae,Phyllotis,limatus,,,,,
Phyllotis_magister,Rodentia,Cricetidae,Phyllotis,magister,,,,,
Phyllotis_osgoodi,Rodentia,Cricetidae,Phyllotis,osgoodi,,,,,
Phyllotis_osilae,Rodentia,Cricetidae,Phyllotis,osilae,,Y,0,0,0
Phyllotis_wolffsohni,Rodentia,Cricetidae,Phyllotis,wolffsohni,,,,,
Phyllotis_xanthopygus,Rodentia,Cricetidae,Phyllotis,xanthopygus,,Y,0,0,0
Pliomys_lenki,Rodentia,Cricetidae,Pliomys,lenki,,,,,
Podomys_floridanus,Rodentia,Cricetidae,Podomys,floridanus,,,,,
Podoxymys_roraimae,Rodentia,Cricetidae,Podoxymys,roraimae,,,,,
Proedromys_bedfordi,Rodentia,Cricetidae,Proedromys,bedfordi,,,,,
Proedromys_liangshanensis,Rodentia,Cricetidae,Proedromys,liangshanensis,,,,,
Prometheomys_schaposchnikowi,Rodentia,Cricetidae,Prometheomys,schaposchnikowi,,,,,
Pseudoryzomys_simplex,Rodentia,Cricetidae,Pseudoryzomys,simplex,,Y,0,0,0
Punomys_kofordi,Rodentia,Cricetidae,Punomys,kofordi,,,,,
Punomys_lemminus,Rodentia,Cricetidae,Punomys,lemminus,,,,,
Reithrodon_auritus,Rodentia,Cricetidae,Reithrodon,auritus,,Y,0,0,0
Reithrodon_typicus,Rodentia,Cricetidae,Reithrodon,typicus,,,,,
Reithrodontomys_bakeri,Rodentia,Cricetidae,Reithrodontomys,bakeri,,,,,
Reithrodontomys_brevirostris,Rodentia,Cricetidae,Reithrodontomys,brevirostris,,,,,
Reithrodontomys_burti,Rodentia,Cricetidae,Reithrodontomys,burti,,,,,
Reithrodontomys_chrysopsis,Rodentia,Cricetidae,Reithrodontomys,chrysopsis,,Y,0,0,0
Reithrodontomys_creper,Rodentia,Cricetidae,Reithrodontomys,creper,,,,,
Reithrodontomys_darienensis,Rodentia,Cricetidae,Reithrodontomys,darienensis,,,,,
Reithrodontomys_fulvescens,Rodentia,Cricetidae,Reithrodontomys,fulvescens,,Y,0,0,0
Reithrodontomys_gracilis,Rodentia,Cricetidae,Reithrodontomys,gracilis,,,,,
Reithrodontomys_hirsutus,Rodentia,Cricetidae,Reithrodontomys,hirsutus,,,,,
Reithrodontomys_humulis,Rodentia,Cricetidae,Reithrodontomys,humulis,,Y,0,0,0
Reithrodontomys_megalotis,Rodentia,Cricetidae,Reithrodontomys,megalotis,,Y,0,0,0
Reithrodontomys_mexicanus,Rodentia,Cricetidae,Reithrodontomys,mexicanus,,,,,
Reithrodontomys_microdon,Rodentia,Cricetidae,Reithrodontomys,microdon,,,,,
Reithrodontomys_montanus,Rodentia,Cricetidae,Reithrodontomys,montanus,,Y,0,0,0
Reithrodontomys_paradoxus,Rodentia,Cricetidae,Reithrodontomys,paradoxus,,,,,
Reithrodontomys_raviventris,Rodentia,Cricetidae,Reithrodontomys,raviventris,,,,,
Reithrodontomys_rodriguezi,Rodentia,Cricetidae,Reithrodontomys,rodriguezi,,,,,
Reithrodontomys_spectabilis,Rodentia,Cricetidae,Reithrodontomys,spectabilis,,,,,
Reithrodontomys_sumichrasti,Rodentia,Cricetidae,Reithrodontomys,sumichrasti,,,,,
Reithrodontomys_tenuirostris,Rodentia,Cricetidae,Reithrodontomys,tenuirostris,,,,,
Reithrodontomys_zacatecae,Rodentia,Cricetidae,Reithrodontomys,zacatecae,,,,,
Rhagomys_longilingua,Rodentia,Cricetidae,Rhagomys,longilingua,,,,,
Rhagomys_rufescens,Rodentia,Cricetidae,Rhagomys,rufescens,,,,,
Rheomys_mexicanus,Rodentia,Cricetidae,Rheomys,mexicanus,,,,,
Rheomys_raptor,Rodentia,Cricetidae,Rheomys,raptor,,,,,
Rheomys_thomasi,Rodentia,Cricetidae,Rheomys,thomasi,,,,,
Rheomys_underwoodi,Rodentia,Cricetidae,Rheomys,underwoodi,,,,,
Rhipidomys_austrinus,Rodentia,Cricetidae,Rhipidomys,austrinus,,,,,
Rhipidomys_cariri,Rodentia,Cricetidae,Rhipidomys,cariri,,,,,
Rhipidomys_caucensis,Rodentia,Cricetidae,Rhipidomys,caucensis,,,,,
Rhipidomys_couesi,Rodentia,Cricetidae,Rhipidomys,couesi,,,,,
Rhipidomys_emiliae,Rodentia,Cricetidae,Rhipidomys,emiliae,,,,,
Rhipidomys_fulviventer,Rodentia,Cricetidae,Rhipidomys,fulviventer,,,,,
Rhipidomys_gardneri,Rodentia,Cricetidae,Rhipidomys,gardneri,,,,,
Rhipidomys_latimanus,Rodentia,Cricetidae,Rhipidomys,latimanus,,,,,
Rhipidomys_leucodactylus,Rodentia,Cricetidae,Rhipidomys,leucodactylus,,,,,
Rhipidomys_macconnelli,Rodentia,Cricetidae,Rhipidomys,macconnelli,,,,,
Rhipidomys_macrurus,Rodentia,Cricetidae,Rhipidomys,macrurus,,,,,
Rhipidomys_mastacalis,Rodentia,Cricetidae,Rhipidomys,mastacalis,,Y,0,0,0
Rhipidomys_modicus,Rodentia,Cricetidae,Rhipidomys,modicus,,,,,
Rhipidomys_nitela,Rodentia,Cricetidae,Rhipidomys,nitela,,,,,
Rhipidomys_ochrogaster,Rodentia,Cricetidae,Rhipidomys,ochrogaster,,,,,
Rhipidomys_venezuelae,Rodentia,Cricetidae,Rhipidomys,venezuelae,,,,,
Rhipidomys_venustus,Rodentia,Cricetidae,Rhipidomys,venustus,,,,,
Rhipidomys_wetzeli,Rodentia,Cricetidae,Rhipidomys,wetzeli,,,,,
Salinomys_delicatus,Rodentia,Cricetidae,Salinomys,delicatus,,,,,
Scapteromys_aquaticus,Rodentia,Cricetidae,Scapteromys,aquaticus,,,,,
Scapteromys_tumidus,Rodentia,Cricetidae,Scapteromys,tumidus,,,,,
Scolomys_melanops,Rodentia,Cricetidae,Scolomys,melanops,,,,,
Scolomys_ucayalensis,Rodentia,Cricetidae,Scolomys,ucayalensis,,,,,
Scotinomys_teguina,Rodentia,Cricetidae,Scotinomys,teguina,,,,,
Scotinomys_xerampelinus,Rodentia,Cricetidae,Scotinomys,xerampelinus,,,,,
Sigmodon_alleni,Rodentia,Cricetidae,Sigmodon,alleni,,,,,
Sigmodon_alstoni,Rodentia,Cricetidae,Sigmodon,alstoni,,Y,0,0,0
Sigmodon_arizonae,Rodentia,Cricetidae,Sigmodon,arizonae,,,,,
Sigmodon_fulviventer,Rodentia,Cricetidae,Sigmodon,fulviventer,,Y,0,0,0
Sigmodon_hirsutus,Rodentia,Cricetidae,Sigmodon,hirsutus,,,,,
Sigmodon_hispidus,Rodentia,Cricetidae,Sigmodon,hispidus,,Y,0,0,0
Sigmodon_inopinatus,Rodentia,Cricetidae,Sigmodon,inopinatus,,,,,
Sigmodon_leucotis,Rodentia,Cricetidae,Sigmodon,leucotis,,Y,0,0,0
Sigmodon_mascotensis,Rodentia,Cricetidae,Sigmodon,mascotensis,,,,,
Sigmodon_ochrognathus,Rodentia,Cricetidae,Sigmodon,ochrognathus,,,,,
Sigmodon_peruanus,Rodentia,Cricetidae,Sigmodon,peruanus,,,,,
Sigmodon_planifrons,Rodentia,Cricetidae,Sigmodon,planifrons,,,,,
Sigmodon_toltecus,Rodentia,Cricetidae,Sigmodon,toltecus,,,,,
Sigmodontomys_alfari,Rodentia,Cricetidae,Sigmodontomys,alfari,,,,,
Sigmodontomys_aphrastus,Rodentia,Cricetidae,Sigmodontomys,aphrastus,,,,,
Sooretamys_angouya,Rodentia,Cricetidae,Sooretamys,angouya,,,,,
Synaptomys_borealis,Rodentia,Cricetidae,Synaptomys,borealis,,,,,
Synaptomys_cooperi,Rodentia,Cricetidae,Synaptomys,cooperi,,Y,0,0,0
Tapecomys_primus,Rodentia,Cricetidae,Tapecomys,primus,,,,,
Thalpomys_cerradensis,Rodentia,Cricetidae,Thalpomys,cerradensis,,Y,0,0,0
Thalpomys_lasiotis,Rodentia,Cricetidae,Thalpomys,lasiotis,,Y,0,0,0
Thaptomys_nigrita,Rodentia,Cricetidae,Thaptomys,nigrita,,,,,
Thomasomys_apeco,Rodentia,Cricetidae,Thomasomys,apeco,,,,,
Thomasomys_aureus,Rodentia,Cricetidae,Thomasomys,aureus,,,,,
Thomasomys_baeops,Rodentia,Cricetidae,Thomasomys,baeops,,,,,
Thomasomys_bombycinus,Rodentia,Cricetidae,Thomasomys,bombycinus,,,,,
Thomasomys_caudivarius,Rodentia,Cricetidae,Thomasomys,caudivarius,,,,,
Thomasomys_cinereiventer,Rodentia,Cricetidae,Thomasomys,cinereiventer,,,,,
Thomasomys_cinereus,Rodentia,Cricetidae,Thomasomys,cinereus,,,,,
Thomasomys_cinnameus,Rodentia,Cricetidae,Thomasomys,cinnameus,,,,,
Thomasomys_daphne,Rodentia,Cricetidae,Thomasomys,daphne,,,,,
Thomasomys_eleusis,Rodentia,Cricetidae,Thomasomys,eleusis,,,,,
Thomasomys_erro,Rodentia,Cricetidae,Thomasomys,erro,,,,,
Thomasomys_gracilis,Rodentia,Cricetidae,Thomasomys,gracilis,,,,,
Thomasomys_hudsoni,Rodentia,Cricetidae,Thomasomys,hudsoni,,,,,
Thomasomys_hylophilus,Rodentia,Cricetidae,Thomasomys,hylophilus,,,,,
Thomasomys_incanus,Rodentia,Cricetidae,Thomasomys,incanus,,,,,
Thomasomys_ischyrus,Rodentia,Cricetidae,Thomasomys,ischyrus,,,,,
Thomasomys_kalinowskii,Rodentia,Cricetidae,Thomasomys,kalinowskii,,,,,
Thomasomys_ladewi,Rodentia,Cricetidae,Thomasomys,ladewi,,,,,
Thomasomys_laniger,Rodentia,Cricetidae,Thomasomys,laniger,,,,,
Thomasomys_macrotis,Rodentia,Cricetidae,Thomasomys,macrotis,,,,,
Thomasomys_monochromos,Rodentia,Cricetidae,Thomasomys,monochromos,,,,,
Thomasomys_niveipes,Rodentia,Cricetidae,Thomasomys,niveipes,,,,,
Thomasomys_notatus,Rodentia,Cricetidae,Thomasomys,notatus,,,,,
Thomasomys_onkiro,Rodentia,Cricetidae,Thomasomys,onkiro,,,,,
Thomasomys_oreas,Rodentia,Cricetidae,Thomasomys,oreas,,,,,
Thomasomys_paramorum,Rodentia,Cricetidae,Thomasomys,paramorum,,,,,
Thomasomys_popayanus,Rodentia,Cricetidae,Thomasomys,popayanus,,,,,
Thomasomys_praetor,Rodentia,Cricetidae,Thomasomys,praetor,,,,,
Thomasomys_pyrrhonotus,Rodentia,Cricetidae,Thomasomys,pyrrhonotus,,,,,
Thomasomys_rosalinda,Rodentia,Cricetidae,Thomasomys,rosalinda,,,,,
Thomasomys_silvestris,Rodentia,Cricetidae,Thomasomys,silvestris,,,,,
Thomasomys_taczanowskii,Rodentia,Cricetidae,Thomasomys,taczanowskii,,,,,
Thomasomys_ucucha,Rodentia,Cricetidae,Thomasomys,ucucha,,,,,
Thomasomys_vestitus,Rodentia,Cricetidae,Thomasomys,vestitus,,,,,
Thomasomys_vulcani,Rodentia,Cricetidae,Thomasomys,vulcani,,,,,
Transandinomys_bolivaris,Rodentia,Cricetidae,Transandinomys,bolivaris,,,,,
Transandinomys_talamancae,Rodentia,Cricetidae,Transandinomys,talamancae,,,,,
Tscherskia_triton,Rodentia,Cricetidae,Tscherskia,triton,,Y,0,0,0
Tylomys_bullaris,Rodentia,Cricetidae,Tylomys,bullaris,,,,,
Tylomys_fulviventer,Rodentia,Cricetidae,Tylomys,fulviventer,,,,,
Tylomys_mirae,Rodentia,Cricetidae,Tylomys,mirae,,,,,
Tylomys_nudicaudus,Rodentia,Cricetidae,Tylomys,nudicaudus,,,,,
Tylomys_panamensis,Rodentia,Cricetidae,Tylomys,panamensis,,,,,
Tylomys_tumbalensis,Rodentia,Cricetidae,Tylomys,tumbalensis,,,,,
Tylomys_watsoni,Rodentia,Cricetidae,Tylomys,watsoni,,,,,
Volemys_millicens,Rodentia,Cricetidae,Volemys,millicens,,,,,
Volemys_musseri,Rodentia,Cricetidae,Volemys,musseri,,,,,
Wiedomys_cerradensis,Rodentia,Cricetidae,Wiedomys,cerradensis,,,,,
Wiedomys_pyrrhorhinos,Rodentia,Cricetidae,Wiedomys,pyrrhorhinos,,,,,
Wilfredomys_oenax,Rodentia,Cricetidae,Wilfredomys,oenax,,,,,
Xenomys_nelsoni,Rodentia,Cricetidae,Xenomys,nelsoni,,,,,
Zygodontomys_brevicauda,Rodentia,Cricetidae,Zygodontomys,brevicauda,,Y,0,0,0
Zygodontomys_brunneus,Rodentia,Cricetidae,Zygodontomys,brunneus,,,,,
Ctenodactylus_gundi,Rodentia,Ctenodactylidae,Ctenodactylus,gundi,,,,,
Ctenodactylus_vali,Rodentia,Ctenodactylidae,Ctenodactylus,vali,,,,,
Felovia_vae,Rodentia,Ctenodactylidae,Felovia,vae,,,,,
Massoutiera_mzabi,Rodentia,Ctenodactylidae,Massoutiera,mzabi,,,,,
Pectinator_spekei,Rodentia,Ctenodactylidae,Pectinator,spekei,,,,,
Ctenomys_argentinus,Rodentia,Ctenomyidae,Ctenomys,argentinus,,,,,
Ctenomys_australis,Rodentia,Ctenomyidae,Ctenomys,australis,,,,,
Ctenomys_azarae,Rodentia,Ctenomyidae,Ctenomys,azarae,,Y,0,0,0
Ctenomys_bergi,Rodentia,Ctenomyidae,Ctenomys,bergi,,,,,
Ctenomys_boliviensis,Rodentia,Ctenomyidae,Ctenomys,boliviensis,,,,,
Ctenomys_bonettoi,Rodentia,Ctenomyidae,Ctenomys,bonettoi,,,,,
Ctenomys_brasiliensis,Rodentia,Ctenomyidae,Ctenomys,brasiliensis,,,,,
Ctenomys_budini,Rodentia,Ctenomyidae,Ctenomys,budini,,,,,
Ctenomys_colburni,Rodentia,Ctenomyidae,Ctenomys,colburni,,,,,
Ctenomys_coludo,Rodentia,Ctenomyidae,Ctenomys,coludo,,,,,
Ctenomys_conoveri,Rodentia,Ctenomyidae,Ctenomys,conoveri,,,,,
Ctenomys_coyhaiquensis,Rodentia,Ctenomyidae,Ctenomys,coyhaiquensis,,,,,
Ctenomys_dorbignyi,Rodentia,Ctenomyidae,Ctenomys,dorbignyi,,,,,
Ctenomys_dorsalis,Rodentia,Ctenomyidae,Ctenomys,dorsalis,,,,,
Ctenomys_emilianus,Rodentia,Ctenomyidae,Ctenomys,emilianus,,,,,
Ctenomys_famosus,Rodentia,Ctenomyidae,Ctenomys,famosus,,,,,
Ctenomys_flamarioni,Rodentia,Ctenomyidae,Ctenomys,flamarioni,,,,,
Ctenomys_fochi,Rodentia,Ctenomyidae,Ctenomys,fochi,,,,,
Ctenomys_fodax,Rodentia,Ctenomyidae,Ctenomys,fodax,,,,,
Ctenomys_frater,Rodentia,Ctenomyidae,Ctenomys,frater,,,,,
Ctenomys_fulvus,Rodentia,Ctenomyidae,Ctenomys,fulvus,,,,,
Ctenomys_goodfellowi,Rodentia,Ctenomyidae,Ctenomys,goodfellowi,,,,,
Ctenomys_haigi,Rodentia,Ctenomyidae,Ctenomys,haigi,,Y,0,0,0
Ctenomys_johannis,Rodentia,Ctenomyidae,Ctenomys,johannis,,,,,
Ctenomys_juris,Rodentia,Ctenomyidae,Ctenomys,juris,,,,,
Ctenomys_knighti,Rodentia,Ctenomyidae,Ctenomys,knighti,,,,,
Ctenomys_lami,Rodentia,Ctenomyidae,Ctenomys,lami,,,,,
Ctenomys_latro,Rodentia,Ctenomyidae,Ctenomys,latro,,,,,
Ctenomys_leucodon,Rodentia,Ctenomyidae,Ctenomys,leucodon,,,,,
Ctenomys_lewisi,Rodentia,Ctenomyidae,Ctenomys,lewisi,,,,,
Ctenomys_magellanicus,Rodentia,Ctenomyidae,Ctenomys,magellanicus,,,,,
Ctenomys_maulinus,Rodentia,Ctenomyidae,Ctenomys,maulinus,,,,,
Ctenomys_mendocinus,Rodentia,Ctenomyidae,Ctenomys,mendocinus,,Y,0,0,0
Ctenomys_minutus,Rodentia,Ctenomyidae,Ctenomys,minutus,,,,,
Ctenomys_occultus,Rodentia,Ctenomyidae,Ctenomys,occultus,,,,,
Ctenomys_opimus,Rodentia,Ctenomyidae,Ctenomys,opimus,,Y,0,0,0
Ctenomys_osvaldoreigi,Rodentia,Ctenomyidae,Ctenomys,osvaldoreigi,,,,,
Ctenomys_pearsoni,Rodentia,Ctenomyidae,Ctenomys,pearsoni,,,,,
Ctenomys_perrensi,Rodentia,Ctenomyidae,Ctenomys,perrensi,,,,,
Ctenomys_peruanus,Rodentia,Ctenomyidae,Ctenomys,peruanus,,Y,0,0,0
Ctenomys_pilarensis,Rodentia,Ctenomyidae,Ctenomys,pilarensis,,,,,
Ctenomys_pontifex,Rodentia,Ctenomyidae,Ctenomys,pontifex,,,,,
Ctenomys_porteousi,Rodentia,Ctenomyidae,Ctenomys,porteousi,,,,,
Ctenomys_pundti,Rodentia,Ctenomyidae,Ctenomys,pundti,,,,,
Ctenomys_rionegrensis,Rodentia,Ctenomyidae,Ctenomys,rionegrensis,,,,,
Ctenomys_roigi,Rodentia,Ctenomyidae,Ctenomys,roigi,,,,,
Ctenomys_saltarius,Rodentia,Ctenomyidae,Ctenomys,saltarius,,,,,
Ctenomys_scagliai,Rodentia,Ctenomyidae,Ctenomys,scagliai,,,,,
Ctenomys_sericeus,Rodentia,Ctenomyidae,Ctenomys,sericeus,,,,,
Ctenomys_sociabilis,Rodentia,Ctenomyidae,Ctenomys,sociabilis,,Y,0,0,0
Ctenomys_steinbachi,Rodentia,Ctenomyidae,Ctenomys,steinbachi,,,,,
Ctenomys_sylvanus,Rodentia,Ctenomyidae,Ctenomys,sylvanus,,,,,
Ctenomys_talarum,Rodentia,Ctenomyidae,Ctenomys,talarum,,Y,0,0,0
Ctenomys_torquatus,Rodentia,Ctenomyidae,Ctenomys,torquatus,,,,,
Ctenomys_tuconax,Rodentia,Ctenomyidae,Ctenomys,tuconax,,,,,
Ctenomys_tucumanus,Rodentia,Ctenomyidae,Ctenomys,tucumanus,,,,,
Ctenomys_tulduco,Rodentia,Ctenomyidae,Ctenomys,tulduco,,,,,
Ctenomys_validus,Rodentia,Ctenomyidae,Ctenomys,validus,,,,,
Ctenomys_viperinus,Rodentia,Ctenomyidae,Ctenomys,viperinus,,,,,
Ctenomys_yolandae,Rodentia,Ctenomyidae,Ctenomys,yolandae,,,,,
Cuniculus_paca,Rodentia,Cuniculidae,Cuniculus,paca,,Y,0,0,0
Cuniculus_taczanowskii,Rodentia,Cuniculidae,Cuniculus,taczanowskii,,,,,
Cyclopes_didactylus,Pilosa,Cyclopedidae,Cyclopes,didactylus,,Y,0,0,0
Cynocephalus_volans,Dermoptera,Cynocephalidae,Cynocephalus,volans,,Y,0,0,0
Galeopterus_variegatus,Dermoptera,Cynocephalidae,Galeopterus,variegatus,,Y,0,0,0
Dasyprocta_azarae,Rodentia,Dasyproctidae,Dasyprocta,azarae,,Y,0,0,0
Dasyprocta_coibae,Rodentia,Dasyproctidae,Dasyprocta,coibae,,,,,
Dasyprocta_croconota,Rodentia,Dasyproctidae,Dasyprocta,croconota,,,,,
Dasyprocta_fuliginosa,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,,Y,0,0,0
Dasyprocta_guamara,Rodentia,Dasyproctidae,Dasyprocta,guamara,,,,,
Dasyprocta_iacki,Rodentia,Dasyproctidae,Dasyprocta,iacki,,,,,
Dasyprocta_kalinowskii,Rodentia,Dasyproctidae,Dasyprocta,kalinowskii,,,,,
Dasyprocta_leporina,Rodentia,Dasyproctidae,Dasyprocta,leporina,,Y,0,0,0
Dasyprocta_mexicana,Rodentia,Dasyproctidae,Dasyprocta,mexicana,,Y,0,0,0
Dasyprocta_prymnolopha,Rodentia,Dasyproctidae,Dasyprocta,prymnolopha,,,,,
Dasyprocta_punctata,Rodentia,Dasyproctidae,Dasyprocta,punctata,,Y,0,0,0
Dasyprocta_ruatanica,Rodentia,Dasyproctidae,Dasyprocta,ruatanica,,,,,
Dasyprocta_variegata,Rodentia,Dasyproctidae,Dasyprocta,variegata,,,,,
Myoprocta_acouchy,Rodentia,Dasyproctidae,Myoprocta,acouchy,,Y,0,0,0
Myoprocta_pratti,Rodentia,Dasyproctidae,Myoprocta,pratti,,Y,0,0,0
Antechinomys_laniger,Dasyuromorphia,Dasyuridae,Antechinomys,laniger,,,,,
Antechinus_adustus,Dasyuromorphia,Dasyuridae,Antechinus,adustus,,,,,
Antechinus_agilis,Dasyuromorphia,Dasyuridae,Antechinus,agilis,,Y,0,0,0
Antechinus_bellus,Dasyuromorphia,Dasyuridae,Antechinus,bellus,,Y,0,0,0
Antechinus_flavipes,Dasyuromorphia,Dasyuridae,Antechinus,flavipes,,Y,0,0,0
Antechinus_godmani,Dasyuromorphia,Dasyuridae,Antechinus,godmani,,Y,0,0,0
Antechinus_leo,Dasyuromorphia,Dasyuridae,Antechinus,leo,,Y,0,0,0
Antechinus_minimus,Dasyuromorphia,Dasyuridae,Antechinus,minimus,,Y,0,0,0
Antechinus_stuartii,Dasyuromorphia,Dasyuridae,Antechinus,stuartii,,Y,1,1,1
Antechinus_subtropicus,Dasyuromorphia,Dasyuridae,Antechinus,subtropicus,,,,,
Antechinus_swainsonii,Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,,Y,0,0,0
Dasycercus_blythi,Dasyuromorphia,Dasyuridae,Dasycercus,blythi,,,,,
Dasycercus_cristicauda,Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,,,,,
Dasykaluta_rosamondae,Dasyuromorphia,Dasyuridae,Dasykaluta,rosamondae,,,,,
Dasyuroides_byrnei,Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,,,,,
Dasyurus_albopunctatus,Dasyuromorphia,Dasyuridae,Dasyurus,albopunctatus,,,,,
Dasyurus_geoffroii,Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,,Y,0,0,0
Dasyurus_hallucatus,Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,,Y,1,1,1
Dasyurus_maculatus,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,,Y,0,0,0
Dasyurus_spartacus,Dasyuromorphia,Dasyuridae,Dasyurus,spartacus,,,,,
Dasyurus_viverrinus,Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,,Y,0,0,0
Murexia_habbema,Dasyuromorphia,Dasyuridae,Murexia,habbema,,,,,
Murexia_longicaudata,Dasyuromorphia,Dasyuridae,Murexia,longicaudata,,,,,
Murexia_melanurus,Dasyuromorphia,Dasyuridae,Murexia,melanurus,,Y,0,0,0
Murexia_naso,Dasyuromorphia,Dasyuridae,Murexia,naso,,Y,0,0,0
Murexia_rothschildi,Dasyuromorphia,Dasyuridae,Murexia,rothschildi,,,,,
Myoictis_leucura,Dasyuromorphia,Dasyuridae,Myoictis,leucura,,,,,
Myoictis_melas,Dasyuromorphia,Dasyuridae,Myoictis,melas,,,,,
Myoictis_wallacei,Dasyuromorphia,Dasyuridae,Myoictis,wallacei,,,,,
Myoictis_wavicus,Dasyuromorphia,Dasyuridae,Myoictis,wavicus,,,,,
Neophascogale_lorentzii,Dasyuromorphia,Dasyuridae,Neophascogale,lorentzii,,,,,
Ningaui_ridei,Dasyuromorphia,Dasyuridae,Ningaui,ridei,,,,,
Ningaui_timealeyi,Dasyuromorphia,Dasyuridae,Ningaui,timealeyi,,,,,
Ningaui_yvonneae,Dasyuromorphia,Dasyuridae,Ningaui,yvonneae,,,,,
Parantechinus_apicalis,Dasyuromorphia,Dasyuridae,Parantechinus,apicalis,,Y,0,0,0
Phascogale_calura,Dasyuromorphia,Dasyuridae,Phascogale,calura,,,,,
Phascogale_pirata,Dasyuromorphia,Dasyuridae,Phascogale,pirata,,,,,
Phascogale_tapoatafa,Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,,Y,0,0,0
Phascolosorex_doriae,Dasyuromorphia,Dasyuridae,Phascolosorex,doriae,,,,,
Phascolosorex_dorsalis,Dasyuromorphia,Dasyuridae,Phascolosorex,dorsalis,,,,,
Planigale_gilesi,Dasyuromorphia,Dasyuridae,Planigale,gilesi,,Y,0,0,0
Planigale_ingrami,Dasyuromorphia,Dasyuridae,Planigale,ingrami,,,,,
Planigale_maculata,Dasyuromorphia,Dasyuridae,Planigale,maculata,,,,,
Planigale_novaeguineae,Dasyuromorphia,Dasyuridae,Planigale,novaeguineae,,,,,
Planigale_tenuirostris,Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,,,,,
Pseudantechinus_bilarni,Dasyuromorphia,Dasyuridae,Pseudantechinus,bilarni,,,,,
Pseudantechinus_macdonnellensis,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,,,,,
Pseudantechinus_mimulus,Dasyuromorphia,Dasyuridae,Pseudantechinus,mimulus,,,,,
Pseudantechinus_ningbing,Dasyuromorphia,Dasyuridae,Pseudantechinus,ningbing,,,,,
Pseudantechinus_roryi,Dasyuromorphia,Dasyuridae,Pseudantechinus,roryi,,,,,
Pseudantechinus_woolleyae,Dasyuromorphia,Dasyuridae,Pseudantechinus,woolleyae,,,,,
Sarcophilus_harrisii,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,,Y,0,0,1
Sminthopsis_aitkeni,Dasyuromorphia,Dasyuridae,Sminthopsis,aitkeni,,,,,
Sminthopsis_archeri,Dasyuromorphia,Dasyuridae,Sminthopsis,archeri,,,,,
Sminthopsis_bindi,Dasyuromorphia,Dasyuridae,Sminthopsis,bindi,,,,,
Sminthopsis_butleri,Dasyuromorphia,Dasyuridae,Sminthopsis,butleri,,,,,
Sminthopsis_crassicaudata,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,,Y,1,1,1
Sminthopsis_dolichura,Dasyuromorphia,Dasyuridae,Sminthopsis,dolichura,,,,,
Sminthopsis_douglasi,Dasyuromorphia,Dasyuridae,Sminthopsis,douglasi,,,,,
Sminthopsis_fuliginosus,Dasyuromorphia,Dasyuridae,Sminthopsis,fuliginosus,,,,,
Sminthopsis_gilberti,Dasyuromorphia,Dasyuridae,Sminthopsis,gilberti,,,,,
Sminthopsis_granulipes,Dasyuromorphia,Dasyuridae,Sminthopsis,granulipes,,,,,
Sminthopsis_griseoventer,Dasyuromorphia,Dasyuridae,Sminthopsis,griseoventer,,,,,
Sminthopsis_hirtipes,Dasyuromorphia,Dasyuridae,Sminthopsis,hirtipes,,Y,0,0,0
Sminthopsis_leucopus,Dasyuromorphia,Dasyuridae,Sminthopsis,leucopus,,Y,0,0,0
Sminthopsis_longicaudata,Dasyuromorphia,Dasyuridae,Sminthopsis,longicaudata,,,,,
Sminthopsis_macroura,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,,Y,0,0,0
Sminthopsis_murina,Dasyuromorphia,Dasyuridae,Sminthopsis,murina,,Y,0,0,0
Sminthopsis_ooldea,Dasyuromorphia,Dasyuridae,Sminthopsis,ooldea,,,,,
Sminthopsis_psammophila,Dasyuromorphia,Dasyuridae,Sminthopsis,psammophila,,,,,
Sminthopsis_virginiae,Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,,,,,
